,Year,Category,Prize,Motivation,Prize_Share,Laureate_ID,Laureate_Type,Full_Name,Birth_Date,Birth_City,Birth_Country,Sex,Organization_Name,Organization_City,Organization_Country,Death_Date,Death_City,Death_Country
538,1981,Economics,The_Sveriges_Riksbank_Prize_in_Economic_Sciences_1981,"""for_his_analysis_of_financial_markets_and_their_relations_to_expenditure_decisions,_employment,_production_and_prices""",1-Jan,695,Individual,James_Tobin,3/5/1918,"Champaign,_IL",United_States_of_America,Male,Yale_University,"New_Haven,_CT",United_States_of_America,3/11/2002,"New_Haven,_CT",United_States_of_America
539,1981,Literature,The_Nobel_Prize_in_Literature_1981,"""for_writings_marked_by_a_broad_outlook,_a_wealth_of_ideas_and_artistic_power""",1-Jan,658,Individual,Elias_Canetti,7/25/1905,Ruse,Bulgaria,Male,,,,8/14/1994,Zurich,Switzerland
540,1981,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1981,"""for_his_discoveries_concerning_the_functional_specialization_of_the_cerebral_hemispheres""",2-Jan,422,Individual,Roger_W._Sperry,8/20/1913,"Hartford,_CT",United_States_of_America,Male,California_Institute_of_Technology_(Caltech),"Pasadena,_CA",United_States_of_America,4/17/1994,"Pasadena,_CA",United_States_of_America
541,1981,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1981,"""for_their_discoveries_concerning_information_processing_in_the_visual_system""",4-Jan,423,Individual,David_H._Hubel,2/27/1926,"Windsor,_ON",Canada,Male,Harvard_Medical_School,"Boston,_MA",United_States_of_America,9/22/2013,"Lincoln,_MA",United_States_of_America
542,1981,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1981,"""for_their_discoveries_concerning_information_processing_in_the_visual_system""",4-Jan,424,Individual,Torsten_N._Wiesel,6/3/1924,Uppsala,Sweden,Male,Harvard_Medical_School,"Boston,_MA",United_States_of_America,,,
543,1981,Peace,The_Nobel_Peace_Prize_1981,,1-Jan,515,Organization,Office_of_the_United_Nations_High_Commissioner_for_Refugees_(UNHCR),,,,,,,,,,
544,1981,Physics,The_Nobel_Prize_in_Physics_1981,"""for_their_contribution_to_the_development_of_laser_spectroscopy""",4-Jan,118,Individual,Nicolaas_Bloembergen,3/11/1920,Dordrecht,Netherlands,Male,Harvard_University,"Cambridge,_MA",United_States_of_America,,,
545,1981,Physics,The_Nobel_Prize_in_Physics_1981,"""for_their_contribution_to_the_development_of_laser_spectroscopy""",4-Jan,119,Individual,Arthur_Leonard_Schawlow,5/5/1921,"Mount_Verno,_NY",United_States_of_America,Male,Stanford_University,"Stanford,_CA",United_States_of_America,4/28/1999,"Palo_Alto,_CA",United_States_of_America
546,1981,Physics,The_Nobel_Prize_in_Physics_1981,"""for_his_contribution_to_the_development_of_high-resolution_electron_spectroscopy""",2-Jan,120,Individual,Kai_M._Siegbahn,4/20/1918,Lund,Sweden,Male,Uppsala_University,Uppsala,Sweden,7/20/2007,Ängelholm,Sweden
547,1982,Chemistry,The_Nobel_Prize_in_Chemistry_1982,"""for_his_development_of_crystallographic_electron_microscopy_and_his_structural_elucidation_of_biologically_important_nucleic_acid-protein_complexes""",1-Jan,259,Individual,Aaron_Klug,8/11/1926,Zelvas,Lithuania,Male,MRC_Laboratory_of_Molecular_Biology,Cambridge,United_Kingdom,,,
548,1982,Economics,The_Sveriges_Riksbank_Prize_in_Economic_Sciences_1982,"""for_his_seminal_studies_of_industrial_structures,_functioning_of_markets_and_causes_and_effects_of_public_regulation""",1-Jan,696,Individual,George_J._Stigler,1/17/1911,"Renton,_WA",United_States_of_America,Male,University_of_Chicago,"Chicago,_IL",United_States_of_America,12/1/1991,"Chicago,_IL",United_States_of_America
549,1982,Literature,The_Nobel_Prize_in_Literature_1982,"""for_his_novels_and_short_stories,_in_which_the_fantastic_and_the_realistic_are_combined_in_a_richly_composed_world_of_imagination,_reflecting_a_continent's_life_and_conflicts""",1-Jan,659,Individual,Gabriel_García_Márquez,3/6/1927,Aracataca,Colombia,Male,,,,4/17/2014,Mexico_City,Mexico
550,1982,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1982,"""for_their_discoveries_concerning_prostaglandins_and_related_biologically_active_substances""",3-Jan,425,Individual,Sune_K._Bergström,1/10/1916,Stockholm,Sweden,Male,Karolinska_Institutet,Stockholm,Sweden,8/15/2004,Stockholm,Sweden
551,1982,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1982,"""for_their_discoveries_concerning_prostaglandins_and_related_biologically_active_substances""",3-Jan,426,Individual,Bengt_I._Samuelsson,5/21/1934,Halmstad,Sweden,Male,Karolinska_Institutet,Stockholm,Sweden,,,
552,1982,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1982,"""for_their_discoveries_concerning_prostaglandins_and_related_biologically_active_substances""",3-Jan,427,Individual,John_R._Vane,3/29/1927,Tardebigg,United_Kingdom,Male,The_Wellcome_Research_Laboratories,Beckenham,United_Kingdom,11/19/2004,Farnborough,United_Kingdom
553,1982,Peace,The_Nobel_Peace_Prize_1982,,2-Jan,543,Individual,Alva_Myrdal,1/31/1902,Uppsala,Sweden,Female,,,,2/1/1986,Stockholm,Sweden
554,1982,Peace,The_Nobel_Peace_Prize_1982,,2-Jan,544,Individual,Alfonso_García_Robles,3/20/1911,Zamora,Mexico,Male,,,,9/2/1991,Mexico_City,Mexico
555,1982,Physics,The_Nobel_Prize_in_Physics_1982,"""for_his_theory_for_critical_phenomena_in_connection_with_phase_transitions""",1-Jan,121,Individual,Kenneth_G._Wilson,6/8/1936,"Waltham,_MA",United_States_of_America,Male,Cornell_University,"Ithaca,_NY",United_States_of_America,6/15/2013,"Saco,_ME",United_States_of_America
556,1983,Chemistry,The_Nobel_Prize_in_Chemistry_1983,"""for_his_work_on_the_mechanisms_of_electron_transfer_reactions,_especially_in_metal_complexes""",1-Jan,260,Individual,Henry_Taube,11/30/1915,Neudorf,Canada,Male,Stanford_University,"Stanford,_CA",United_States_of_America,11/16/2005,"Stanford,_CA",United_States_of_America
557,1983,Economics,The_Sveriges_Riksbank_Prize_in_Economic_Sciences_1983,"""for_having_incorporated_new_analytical_methods_into_economic_theory_and_for_his_rigorous_reformulation_of_the_theory_of_general_equilibrium""",1-Jan,697,Individual,Gerard_Debreu,7/4/1921,Calais,France,Male,University_of_California,"Berkeley,_CA",United_States_of_America,12/31/2004,Paris,France
558,1983,Literature,The_Nobel_Prize_in_Literature_1983,"""for_his_novels_which,_with_the_perspicuity_of_realistic_narrative_art_and_the_diversity_and_universality_of_myth,_illuminate_the_human_condition_in_the_world_of_today""",1-Jan,660,Individual,William_Golding,9/19/1911,St._Columb_Minor,United_Kingdom,Male,,,,6/19/1993,Perranarworthal,United_Kingdom
559,1983,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1983,"""for_her_discovery_of_mobile_genetic_elements""",1-Jan,428,Individual,Barbara_McClintock,6/16/1902,"Hartford,_CT",United_States_of_America,Female,Cold_Spring_Harbor_Laboratory,"Cold_Spring_Harbor,_NY",United_States_of_America,9/2/1992,"Huntington,_NY",United_States_of_America
560,1983,Peace,The_Nobel_Peace_Prize_1983,,1-Jan,545,Individual,Lech_Walesa,9/29/1943,Popowo,Poland,Male,,,,,,
561,1983,Physics,The_Nobel_Prize_in_Physics_1983,"""for_his_theoretical_studies_of_the_physical_processes_of_importance_to_the_structure_and_evolution_of_the_stars""",2-Jan,122,Individual,Subramanyan_Chandrasekhar,10/19/1910,Lahore,India_(Pakistan),Male,University_of_Chicago,"Chicago,_IL",United_States_of_America,8/21/1995,"Chicago,_IL",United_States_of_America
562,1983,Physics,The_Nobel_Prize_in_Physics_1983,"""for_his_theoretical_and_experimental_studies_of_the_nuclear_reactions_of_importance_in_the_formation_of_the_chemical_elements_in_the_universe""",2-Jan,123,Individual,William_Alfred_Fowler,8/9/1911,"Pittsburgh,_PA",United_States_of_America,Male,California_Institute_of_Technology_(Caltech),"Pasadena,_CA",United_States_of_America,3/14/1995,"Pasadena,_CA",United_States_of_America
563,1984,Chemistry,The_Nobel_Prize_in_Chemistry_1984,"""for_his_development_of_methodology_for_chemical_synthesis_on_a_solid_matrix""",1-Jan,261,Individual,Robert_Bruce_Merrifield,7/15/1921,"Fort_Worth,_TX",United_States_of_America,Male,Rockefeller_University,"New_York,_NY",United_States_of_America,5/14/2006,"Cresskill,_NJ",United_States_of_America
564,1984,Economics,The_Sveriges_Riksbank_Prize_in_Economic_Sciences_1984,"""for_having_made_fundamental_contributions_to_the_development_of_systems_of_national_accounts_and_hence_greatly_improved_the_basis_for_empirical_economic_analysis""",1-Jan,698,Individual,Richard_Stone,8/30/1913,London,United_Kingdom,Male,University_of_Cambridge,Cambridge,United_Kingdom,12/6/1991,Cambridge,United_Kingdom
565,1984,Literature,The_Nobel_Prize_in_Literature_1984,"""for_his_poetry_which_endowed_with_freshness,_sensuality_and_rich_inventiveness_provides_a_liberating_image_of_the_indomitable_spirit_and_versatility_of_man""",1-Jan,661,Individual,Jaroslav_Seifert,9/23/1901,Prague,Austria-Hungary_(Czech_Republic),Male,,,,1/10/1986,Prague,Czechoslovakia
566,1984,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1984,"""for_theories_concerning_the_specificity_in_development_and_control_of_the_immune_system_and_the_discovery_of_the_principle_for_production_of_monoclonal_antibodies""",3-Jan,429,Individual,Niels_K._Jerne,12/23/1911,London,United_Kingdom,Male,Basel_Institute_for_Immunology,Basel,Switzerland,10/7/1994,Castillon-du-Gard,France
567,1984,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1984,"""for_theories_concerning_the_specificity_in_development_and_control_of_the_immune_system_and_the_discovery_of_the_principle_for_production_of_monoclonal_antibodies""",3-Jan,430,Individual,Georges_J.F._Köhler,4/17/1946,Munich,Germany,Male,Basel_Institute_for_Immunology,Basel,Switzerland,3/1/1995,Freiburg_im_Breisgau,Germany
568,1984,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1984,"""for_theories_concerning_the_specificity_in_development_and_control_of_the_immune_system_and_the_discovery_of_the_principle_for_production_of_monoclonal_antibodies""",3-Jan,431,Individual,César_Milstein,10/8/1927,Bahia_Blanca,Argentina,Male,MRC_Laboratory_of_Molecular_Biology,Cambridge,United_Kingdom,3/24/2002,Cambridge,United_Kingdom
569,1984,Peace,The_Nobel_Peace_Prize_1984,,1-Jan,546,Individual,Desmond_Mpilo_Tutu,10/7/1931,Klerksdorp,South_Africa,Male,,,,,,
570,1984,Physics,The_Nobel_Prize_in_Physics_1984,"""for_their_decisive_contributions_to_the_large_project,_which_led_to_the_discovery_of_the_field_particles_W_and_Z,_communicators_of_weak_interaction""",2-Jan,124,Individual,Carlo_Rubbia,3/31/1934,Gorizia,Italy,Male,CERN,Geneva,Switzerland,,Geneva,Switzerland
571,1984,Physics,The_Nobel_Prize_in_Physics_1984,"""for_their_decisive_contributions_to_the_large_project,_which_led_to_the_discovery_of_the_field_particles_W_and_Z,_communicators_of_weak_interaction""",2-Jan,125,Individual,Simon_van_der_Meer,11/24/1925,the_Hague,Netherlands,Male,CERN,Geneva,Switzerland,3/4/2011,Geneva,Switzerland
572,1985,Chemistry,The_Nobel_Prize_in_Chemistry_1985,"""for_their_outstanding_achievements_in_the_development_of_direct_methods_for_the_determination_of_crystal_structures""",2-Jan,262,Individual,Herbert_A._Hauptman,2/14/1917,"New_York,_NY",United_States_of_America,Male,The_Medical_Foundation_of_Buffalo,"Buffalo,_NY",United_States_of_America,10/23/2011,"Buffalo,_NY",United_States_of_America
573,1985,Chemistry,The_Nobel_Prize_in_Chemistry_1985,"""for_their_outstanding_achievements_in_the_development_of_direct_methods_for_the_determination_of_crystal_structures""",2-Jan,263,Individual,Jerome_Karle,6/18/1918,"New_York,_NY",United_States_of_America,Male,US_Naval_Research_Laboratory,"Washington,_DC",United_States_of_America,6/6/2013,,
574,1985,Economics,The_Sveriges_Riksbank_Prize_in_Economic_Sciences_1985,"""for_his_pioneering_analyses_of_saving_and_of_financial_markets""",1-Jan,699,Individual,Franco_Modigliani,6/18/1918,Rome,Italy,Male,Massachusetts_Institute_of_Technology_(MIT),"Cambridge,_MA",United_States_of_America,9/25/2003,"Cambridge,_MA",United_States_of_America
575,1985,Literature,The_Nobel_Prize_in_Literature_1985,"""who_in_his_novel_combines_the_poet's_and_the_painter's_creativeness_with_a_deepened_awareness_of_time_in_the_depiction_of_the_human_condition""",1-Jan,662,Individual,Claude_Simon,10/10/1913,Tananarive_(Antananarivo),Madagascar,Male,,,,7/6/2005,Paris,France
576,1985,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1985,"""for_their_discoveries_concerning_the_regulation_of_cholesterol_metabolism""",2-Jan,432,Individual,Michael_S._Brown,4/13/1941,"New_York,_NY",United_States_of_America,Male,University_of_Texas_Southwestern_Medical_Center_at_Dallas,"Dallas,_TX",United_States_of_America,,,
577,1985,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1985,"""for_their_discoveries_concerning_the_regulation_of_cholesterol_metabolism""",2-Jan,433,Individual,Joseph_L._Goldstein,4/18/1940,"Sumter,_SC",United_States_of_America,Male,University_of_Texas_Southwestern_Medical_Center_at_Dallas,"Dallas,_TX",United_States_of_America,,,
578,1985,Peace,The_Nobel_Peace_Prize_1985,,1-Jan,547,Organization,International_Physicians_for_the_Prevention_of_Nuclear_War,,,,,,,,,,
579,1985,Physics,The_Nobel_Prize_in_Physics_1985,"""for_the_discovery_of_the_quantized_Hall_effect""",1-Jan,126,Individual,Klaus_von_Klitzing,6/28/1943,Schroda,German-occupied_Poland_(Poland),Male,Max-Planck-Institut_für_Festkörperforschung,Stuttgart,Federal_Republic_of_Germany,,,
580,1986,Chemistry,The_Nobel_Prize_in_Chemistry_1986,"""for_their_contributions_concerning_the_dynamics_of_chemical_elementary_processes""",3-Jan,264,Individual,Dudley_R._Herschbach,6/18/1932,"San_José,_CA",United_States_of_America,Male,Harvard_University,"Cambridge,_MA",United_States_of_America,,,
581,1986,Chemistry,The_Nobel_Prize_in_Chemistry_1986,"""for_their_contributions_concerning_the_dynamics_of_chemical_elementary_processes""",3-Jan,265,Individual,Yuan_T._Lee,11/19/1936,Hsinchu,Taiwan,Male,University_of_California,"Berkeley,_CA",United_States_of_America,,,
582,1986,Chemistry,The_Nobel_Prize_in_Chemistry_1986,"""for_their_contributions_concerning_the_dynamics_of_chemical_elementary_processes""",3-Jan,266,Individual,John_C._Polanyi,1/23/1929,Berlin,Germany,Male,University_of_Toronto,Toronto,Canada,,,
583,1986,Economics,The_Sveriges_Riksbank_Prize_in_Economic_Sciences_1986,"""for_his_development_of_the_contractual_and_constitutional_bases_for_the_theory_of_economic_and_political_decision-making""",1-Jan,700,Individual,James_M._Buchanan_Jr.,10/3/1919,"Murfreesboro,_TN",United_States_of_America,Male,Center_for_Study_of_Public_Choice,"Fairfax,_VA",United_States_of_America,1/9/2013,"Blacksburg,_VA",United_States_of_America
584,1986,Literature,The_Nobel_Prize_in_Literature_1986,"""who_in_a_wide_cultural_perspective_and_with_poetic_overtones_fashions_the_drama_of_existence""",1-Jan,663,Individual,Wole_Soyinka,7/13/1934,Abeokuta,Nigeria,Male,,,,,,
585,1986,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1986,"""for_their_discoveries_of_growth_factors""",2-Jan,434,Individual,Stanley_Cohen,11/17/1922,"Brooklyn,_NY",United_States_of_America,Male,Vanderbilt_University_School_of_Medicine,"Nashville,_TN",United_States_of_America,,,
586,1986,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1986,"""for_their_discoveries_of_growth_factors""",2-Jan,435,Individual,Rita_Levi-Montalcini,4/22/1909,Turin,Italy,Female,Institute_of_Cell_Biology_of_the_C.N.R.,Rome,Italy,12/30/2012,Rome,Italy
587,1986,Peace,The_Nobel_Peace_Prize_1986,,1-Jan,548,Individual,Elie_Wiesel,9/30/1928,Sighet,Romania,Male,,,,7/2/2016,"New_York,_NY",United_States_of_America
588,1986,Physics,The_Nobel_Prize_in_Physics_1986,"""for_his_fundamental_work_in_electron_optics,_and_for_the_design_of_the_first_electron_microscope""",2-Jan,127,Individual,Ernst_Ruska,12/25/1906,Heidelberg,Germany,Male,Fritz-Haber-Institut_der_Max-Planck-Gesellschaft,Berlin,Federal_Republic_of_Germany,5/27/1988,West_Berlin,Germany
589,1986,Physics,The_Nobel_Prize_in_Physics_1986,"""for_their_design_of_the_scanning_tunneling_microscope""",4-Jan,128,Individual,Gerd_Binnig,7/20/1947,Frankfurt-on-the-Main,West_Germany_(Germany),Male,IBM_Zurich_Research_Laboratory,Rüschlikon,Switzerland,,,
590,1986,Physics,The_Nobel_Prize_in_Physics_1986,"""for_their_design_of_the_scanning_tunneling_microscope""",4-Jan,129,Individual,Heinrich_Rohrer,6/6/1933,Buchs,Switzerland,Male,IBM_Zurich_Research_Laboratory,Rüschlikon,Switzerland,5/16/2013,Wollerau,Switzerland
591,1987,Chemistry,The_Nobel_Prize_in_Chemistry_1987,"""for_their_development_and_use_of_molecules_with_structure-specific_interactions_of_high_selectivity""",3-Jan,267,Individual,Donald_J._Cram,4/22/1919,"Chester,_VT",United_States_of_America,Male,University_of_California,"Los_Angeles,_CA",United_States_of_America,6/17/2001,"Palm_Desert,_CA",United_States_of_America
592,1987,Chemistry,The_Nobel_Prize_in_Chemistry_1987,"""for_their_development_and_use_of_molecules_with_structure-specific_interactions_of_high_selectivity""",3-Jan,268,Individual,Jean-Marie_Lehn,9/30/1939,Rosheim,France,Male,Université_Louis_Pasteur,Strasbourg,France,,,
593,1987,Chemistry,The_Nobel_Prize_in_Chemistry_1987,"""for_their_development_and_use_of_molecules_with_structure-specific_interactions_of_high_selectivity""",3-Jan,268,Individual,Jean-Marie_Lehn,9/30/1939,Rosheim,France,Male,Collège_de_France,Paris,France,,,
594,1987,Chemistry,The_Nobel_Prize_in_Chemistry_1987,"""for_their_development_and_use_of_molecules_with_structure-specific_interactions_of_high_selectivity""",3-Jan,269,Individual,Charles_J._Pedersen,10/3/1904,Pusan,Korea_(South_Korea),Male,Du_Pont,"Wilmington,_DE",United_States_of_America,10/26/1989,"Salem,_NJ",United_States_of_America
595,1987,Economics,The_Sveriges_Riksbank_Prize_in_Economic_Sciences_1987,"""for_his_contributions_to_the_theory_of_economic_growth""",1-Jan,701,Individual,Robert_M._Solow,8/23/1924,"Brooklyn,_NY",United_States_of_America,Male,Massachusetts_Institute_of_Technology_(MIT),"Cambridge,_MA",United_States_of_America,,,
596,1987,Literature,The_Nobel_Prize_in_Literature_1987,"""for_an_all-embracing_authorship,_imbued_with_clarity_of_thought_and_poetic_intensity""",1-Jan,664,Individual,Joseph_Brodsky,5/24/1940,Leningrad_(Saint_Petersburg),Union_of_Soviet_Socialist_Republics_(Russia),Male,,,,1/28/1996,"New_York,_NY",United_States_of_America
597,1987,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1987,"""for_his_discovery_of_the_genetic_principle_for_generation_of_antibody_diversity""",1-Jan,436,Individual,Susumu_Tonegawa,9/6/1939,Nagoya,Japan,Male,Massachusetts_Institute_of_Technology_(MIT),"Cambridge,_MA",United_States_of_America,,,
598,1987,Peace,The_Nobel_Peace_Prize_1987,"""for_his_work_for_peace_in_Central_America,_efforts_which_led_to_the_accord_signed_in_Guatemala_on_August_7_this_year""",1-Jan,549,Individual,Oscar_Arias_Sánchez,9/13/1941,Heredia,Costa_Rica,Male,,,,,,
599,1987,Physics,The_Nobel_Prize_in_Physics_1987,"""for_their_important_break-through_in_the_discovery_of_superconductivity_in_ceramic_materials""",2-Jan,130,Individual,J._Georg_Bednorz,5/16/1950,Neuenkirchen,West_Germany_(Germany),Male,IBM_Zurich_Research_Laboratory,Rüschlikon,Switzerland,,,
600,1987,Physics,The_Nobel_Prize_in_Physics_1987,"""for_their_important_break-through_in_the_discovery_of_superconductivity_in_ceramic_materials""",2-Jan,131,Individual,K._Alexander_Müller,4/20/1927,Basel,Switzerland,Male,IBM_Zurich_Research_Laboratory,Rüschlikon,Switzerland,,,
601,1988,Chemistry,The_Nobel_Prize_in_Chemistry_1988,"""for_the_determination_of_the_three-dimensional_structure_of_a_photosynthetic_reaction_centre""",3-Jan,270,Individual,Johann_Deisenhofer,9/30/1943,Zusamaltheim,Germany,Male,University_of_Texas_Southwestern_Medical_Center_at_Dallas,"Dallas,_TX",United_States_of_America,,,
602,1988,Chemistry,The_Nobel_Prize_in_Chemistry_1988,"""for_the_determination_of_the_three-dimensional_structure_of_a_photosynthetic_reaction_centre""",3-Jan,270,Individual,Johann_Deisenhofer,9/30/1943,Zusamaltheim,Germany,Male,Howard_Hughes_Medical_Institute,,,,,
603,1988,Chemistry,The_Nobel_Prize_in_Chemistry_1988,"""for_the_determination_of_the_three-dimensional_structure_of_a_photosynthetic_reaction_centre""",3-Jan,271,Individual,Robert_Huber,2/20/1937,Munich,Germany,Male,Max-Planck-Institut_für_Biochemie,Martinsried,Federal_Republic_of_Germany,,,
604,1988,Chemistry,The_Nobel_Prize_in_Chemistry_1988,"""for_the_determination_of_the_three-dimensional_structure_of_a_photosynthetic_reaction_centre""",3-Jan,272,Individual,Hartmut_Michel,7/18/1948,Ludwigsburg,West_Germany_(Germany),Male,Max-Planck-Institut_für_Biophysik,Frankfurt-on-the-Main,Federal_Republic_of_Germany,,,
605,1988,Economics,The_Sveriges_Riksbank_Prize_in_Economic_Sciences_1988,"""for_his_pioneering_contributions_to_the_theory_of_markets_and_efficient_utilization_of_resources""",1-Jan,702,Individual,Maurice_Allais,5/31/1911,Paris,France,Male,École_Nationale_Supérieur_des_Mines_de_Paris,Paris,France,10/9/2010,Paris,France
606,1988,Literature,The_Nobel_Prize_in_Literature_1988,"""who,_through_works_rich_in_nuance_-_now_clear-sightedly_realistic,_now_evocatively_ambiguous_-_has_formed_an_Arabian_narrative_art_that_applies_to_all_mankind""",1-Jan,665,Individual,Naguib_Mahfouz,12/11/1911,Cairo,Egypt,Male,,,,8/30/2006,Cairo,Egypt
607,1988,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1988,"""for_their_discoveries_of_important_principles_for_drug_treatment""",3-Jan,437,Individual,Sir_James_W._Black,6/14/1924,Uddingston,Scotland,Male,"London_University,_King's_College_Hospital_Medical_School",London,United_Kingdom,3/21/2010,,
608,1988,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1988,"""for_their_discoveries_of_important_principles_for_drug_treatment""",3-Jan,438,Individual,Gertrude_B._Elion,1/23/1918,"New_York,_NY",United_States_of_America,Female,Wellcome_Research_Laboratories,"Research_Triangle_Park,_NC",United_States_of_America,2/21/1999,"Chapel_Hill,_NC",United_States_of_America
609,1988,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1988,"""for_their_discoveries_of_important_principles_for_drug_treatment""",3-Jan,439,Individual,George_H._Hitchings,4/18/1905,"Hoquiam,_WA",United_States_of_America,Male,Wellcome_Research_Laboratories,"Research_Triangle_Park,_NC",United_States_of_America,2/27/1998,"Chapel_Hill,_NC",United_States_of_America
610,1988,Peace,The_Nobel_Peace_Prize_1988,,1-Jan,550,Organization,United_Nations_Peacekeeping_Forces,,,,,,,,,,
611,1988,Physics,The_Nobel_Prize_in_Physics_1988,"""for_the_neutrino_beam_method_and_the_demonstration_of_the_doublet_structure_of_the_leptons_through_the_discovery_of_the_muon_neutrino""",3-Jan,132,Individual,Leon_M._Lederman,7/15/1922,"New_York,_NY",United_States_of_America,Male,Fermi_National_Accelerator_Laboratory,"Batavia,_IL",United_States_of_America,,,
612,1988,Physics,The_Nobel_Prize_in_Physics_1988,"""for_the_neutrino_beam_method_and_the_demonstration_of_the_doublet_structure_of_the_leptons_through_the_discovery_of_the_muon_neutrino""",3-Jan,133,Individual,Melvin_Schwartz,11/2/1932,"New_York,_NY",United_States_of_America,Male,"Digital_Pathways,_Inc.","Mountain_View,_CA",United_States_of_America,8/28/2006,"Twin_Falls,_ID",United_States_of_America
613,1988,Physics,The_Nobel_Prize_in_Physics_1988,"""for_the_neutrino_beam_method_and_the_demonstration_of_the_doublet_structure_of_the_leptons_through_the_discovery_of_the_muon_neutrino""",3-Jan,134,Individual,Jack_Steinberger,5/25/1921,Bad_Kissingen,Germany,Male,CERN,Geneva,Switzerland,,,
614,1989,Chemistry,The_Nobel_Prize_in_Chemistry_1989,"""for_their_discovery_of_catalytic_properties_of_RNA""",2-Jan,273,Individual,Sidney_Altman,5/7/1939,Montreal,Canada,Male,Yale_University,"New_Haven,_CT",United_States_of_America,,,
615,1989,Chemistry,The_Nobel_Prize_in_Chemistry_1989,"""for_their_discovery_of_catalytic_properties_of_RNA""",2-Jan,274,Individual,Thomas_R._Cech,12/8/1947,"Chicago,_IL",United_States_of_America,Male,University_of_Colorado,"Boulder,_CO",United_States_of_America,,,
616,1989,Economics,The_Sveriges_Riksbank_Prize_in_Economic_Sciences_1989,"""for_his_clarification_of_the_probability_theory_foundations_of_econometrics_and_his_analyses_of_simultaneous_economic_structures""",1-Jan,703,Individual,Trygve_Haavelmo,12/13/1911,Skedsmo,Norway,Male,University_of_Oslo,Oslo,Norway,7/26/1999,Oslo,Norway
617,1989,Literature,The_Nobel_Prize_in_Literature_1989,"""for_a_rich_and_intensive_prose,_which_with_restrained_compassion_forms_a_challenging_vision_of_man's_vulnerability""",1-Jan,666,Individual,Camilo_José_Cela,5/11/1916,Iria_Flavia,Spain,Male,,,,1/17/2002,Madrid,Spain
618,1989,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1989,"""for_their_discovery_of_the_cellular_origin_of_retroviral_oncogenes""",2-Jan,440,Individual,J._Michael_Bishop,2/22/1936,"York,_PA",United_States_of_America,Male,University_of_California_School_of_Medicine,"San_Francisco,_CA",United_States_of_America,,,
619,1989,Medicine,The_Nobel_Prize_in_Physiology_or_Medicine_1989,"""for_their_discovery_of_the_cellular_origin_of_retroviral_oncogenes""",2-Jan,441,Individual,Harold_E._Varmus,12/18/1939,"Oceanside,_NY",United_States_of_America,Male,University_of_California_School_of_Medicine,"San_Francisco,_CA",United_States_of_America,,,
620,1989,Peace,The_Nobel_Peace_Prize_1989,,1-Jan,551,Organization,The_14th_Dalai_Lama_(Tenzin_Gyatso),7/6/1935,Taktser,Tibet_(People's_Republic_of_China),Male,,,,,,
621,1989,Physics,The_Nobel_Prize_in_Physics_1989,"""for_the_invention_of_the_separated_oscillatory_fields_method_and_its_use_in_the_hydrogen_maser_and_other_atomic_clocks""",2-Jan,135,Individual,Norman_F._Ramsey,8/27/1915,"Washington,_DC",United_States_of_America,Male,Harvard_University,"Cambridge,_MA",United_States_of_America,11/4/2011,"Wayland,_MA",United_States_of_America
622,1989,Physics,The_Nobel_Prize_in_Physics_1989,"""for_the_development_of_the_ion_trap_technique""",4-Jan,136,Individual,Hans_G._Dehmelt,9/9/1922,Görlitz,Prussia_(Germany),Male,University_of_Washington,"Seattle,_WA",United_States_of_America,,,
623,1989,Physics,The_Nobel_Prize_in_Physics_1989,"""for_the_development_of_the_ion_trap_technique""",4-Jan,137,Individual,Wolfgang_Paul,8/10/1913,Lorenzkirch,Germany,Male,University_of_Bonn,Bonn,Federal_Republic_of_Germany,12/7/1993,Bonn,Germany
624,1990,Chemistry,The_Nobel_Prize_in_Chemistry_1990,"""for_his_development_of_the_theory_and_methodology_of_organic_synthesis""",1-Jan,275,Individual,Elias_James_Corey,7/12/1928,"Methuen,_MA",United_States_of_America,Male,Harvard_University,"Cambridge,_MA",United_States_of_America,,,
625,1990,Economics,The_Sveriges_Riksbank_Prize_in_Economic_Sciences_1990,"""for_their_pioneering_work_in_the_theory_of_financial_economics""",3-Jan,704,Individual,Harry_M._Markowitz,8/24/1927,"Chicago,_IL",United_States_of_America,Male,City_University_of_New_York,"New_York,_NY",United_States_of_America,,,
